time,text_tokens,total_consumed_tokens,total_loss,reduced_llm_loss,reduced_balancing_loss,loss,maxvio,efficient_attn_ratio,grad_norm,max_memory_GB,reserved_memory_GB,tgs,e2e_tgs
10.1480,49564.0,7918150.0,1.04790425,0.99984705,0.04805720,0.00725352,0.31630296,0.50026363,0.30202430,39.00,45.96,4884.1,4290.2
10.2012,49159.0,7967309.0,1.03684640,0.98880160,0.04804482,0.00963159,0.25812566,0.49439576,0.29801294,38.96,45.96,4819.0,4293.1
9.9269,33555.0,8000864.0,1.01819885,0.96991676,0.04828215,0.00716614,0.28125954,0.50028938,0.34313005,38.31,45.96,3380.2,4288.2
9.5555,52551.0,8053415.0,1.02390110,0.97578764,0.04811351,0.00852793,0.34432930,0.39075416,0.43066281,39.30,45.96,5499.6,4294.4
9.9674,47441.0,8100856.0,1.03636801,0.98829025,0.04807780,0.00688875,0.25192043,0.47290716,0.40579206,38.78,45.96,4759.6,4296.8
9.9231,33598.0,8134454.0,1.03381693,0.98571098,0.04810607,0.00849531,0.32664704,0.50032079,0.48759633,38.31,45.96,3385.9,4292.1
9.8228,45379.0,8179833.0,1.05402064,1.00618947,0.04783109,0.00818394,0.24288921,0.45437348,0.57656467,38.57,45.96,4619.7,4293.7
9.7266,43447.0,8223280.0,1.01376629,0.96564400,0.04812223,0.00748266,0.26278943,0.44418719,0.68643272,38.38,45.96,4466.8,4294.6
9.9262,33597.0,8256877.0,1.01173258,0.96344030,0.04829235,0.00735591,0.28487855,0.50032002,0.59876764,38.31,45.96,3384.7,4289.9
9.9180,33600.0,8290477.0,1.04816902,1.00029659,0.04787240,0.00677431,0.31718260,0.50032234,0.36030263,38.31,45.96,3387.8,4285.3
10.1052,49051.0,8339528.0,1.05284071,1.00491703,0.04792381,0.00816702,0.26474741,0.49288404,0.47234356,38.94,45.96,4854.0,4288.2
9.7589,44098.0,8383626.0,1.02882099,0.98082978,0.04799113,0.00690339,0.23941998,0.44684789,0.45062572,38.44,45.96,4518.7,4289.4
9.9697,47559.0,8431185.0,1.01595223,0.96788704,0.04806509,0.00584572,0.23037575,0.47420731,0.32150045,38.79,45.96,4770.4,4291.8
9.7774,47431.0,8478616.0,0.99145621,0.94317162,0.04828450,0.00656947,0.25220940,0.43775997,0.35020301,38.78,45.96,4851.1,4294.6
9.9177,33598.0,8512214.0,1.01247680,0.96426773,0.04820903,0.00719338,0.30335110,0.50032079,0.36008370,38.31,45.96,3387.7,4290.0
9.9880,61212.0,8573426.0,1.01707733,0.96906084,0.04801658,0.00766390,0.21782964,0.44787207,0.30208787,40.18,45.96,6128.5,4299.2
10.0188,49204.0,8622630.0,1.04088616,0.99287170,0.04801442,0.01005056,0.24975264,0.48226273,0.28087756,38.96,45.96,4911.2,4302.3
10.1074,46665.0,8669295.0,1.02823782,0.98023641,0.04800141,0.00864231,0.25230187,0.46500289,0.33265516,38.70,45.96,4616.9,4303.8
9.9173,33600.0,8702895.0,1.02353668,0.97553718,0.04799957,0.00620184,0.25371560,0.50032234,0.26911175,38.31,45.96,3388.0,4299.3
9.9217,33600.0,8736495.0,1.01282597,0.96460187,0.04822419,0.00946734,0.27641040,0.50032234,0.25652736,38.31,45.96,3386.5,4294.9
10.2250,64186.0,8800681.0,1.03433263,0.98639786,0.04793463,0.00736945,0.21048109,0.48109809,0.23067214,40.48,45.96,6277.4,4304.8
9.6563,40002.0,8840683.0,1.02435255,0.97628266,0.04806984,0.00797433,0.48880744,0.44329640,0.28055924,38.31,45.96,4142.6,4304.0
10.0052,45920.0,8886603.0,1.00898826,0.96097600,0.04801223,0.00697968,0.23228435,0.45846975,0.24231195,38.63,45.96,4589.6,4304.9
9.6993,42138.0,8928741.0,1.02084064,0.97300047,0.04784018,0.01019781,0.29645655,0.44124940,0.27983093,38.31,45.96,4344.4,4305.1
10.0757,48877.0,8977618.0,0.99362165,0.94546837,0.04815334,0.00894608,0.23098406,0.49046674,0.33859622,38.93,45.96,4851.0,4307.7
9.7069,38954.0,9016572.0,1.03819478,0.99031079,0.04788390,0.00627896,0.42822045,0.44740841,0.31939173,38.31,45.96,4013.0,4306.3
9.7277,42943.0,9059515.0,1.00321317,0.95506424,0.04814898,0.00877894,0.20976290,0.44268286,0.29737279,38.33,45.96,4414.5,4306.8
9.6943,41850.0,9101365.0,1.03294742,0.98500144,0.04794610,0.01069188,0.20669270,0.44102150,0.35185009,38.31,45.96,4317.0,4306.8
9.9275,33600.0,9134965.0,1.02100813,0.97285408,0.04815408,0.00811524,0.24790752,0.50032234,0.32098308,38.31,45.96,3384.5,4302.5
9.7094,45685.0,9180650.0,1.02229822,0.97428358,0.04801464,0.00674837,0.26254213,0.42582604,0.27276084,38.60,45.96,4705.2,4304.4
9.9262,33599.0,9214249.0,1.01885891,0.97065353,0.04820533,0.00676932,0.26114085,0.50032157,0.27637547,38.31,45.96,3384.9,4300.1
10.0144,48175.0,9262424.0,1.02764261,0.97957754,0.04806504,0.00745401,0.30722523,0.48141581,0.26641375,38.86,45.96,4810.6,4302.5
9.9182,33600.0,9296024.0,1.00381815,0.95556635,0.04825190,0.00642869,0.25205266,0.50032234,0.26893407,38.31,45.96,3387.7,4298.3
9.6598,49163.0,9345187.0,0.99911511,0.95090491,0.04821014,0.00981695,0.38816631,0.40173465,0.31932154,38.96,45.96,5089.4,4301.8
9.7911,44807.0,9389994.0,1.01885271,0.97089487,0.04795774,0.00685619,0.22885224,0.45063543,0.35077092,38.51,45.96,4576.3,4303.0
10.0527,48644.0,9438638.0,1.01081848,0.96279061,0.04802769,0.00640465,0.22030047,0.48737797,0.34650779,38.90,45.96,4838.9,4305.4
10.1494,49549.0,9488187.0,1.06430376,1.01648223,0.04782161,0.00976905,0.30163884,0.50004089,0.31037527,39.00,45.96,4882.0,4308.1
9.6825,40657.0,9528844.0,1.01416171,0.96619123,0.04797048,0.00722069,0.28550458,0.44176528,0.28449619,38.31,45.96,4199.0,4307.6
9.7379,43363.0,9572207.0,1.00325429,0.95529890,0.04795537,0.00562441,0.22622499,0.44390991,0.33471581,38.37,45.96,4453.0,4308.2
9.6906,41309.0,9613516.0,1.04248929,0.99461985,0.04786941,0.00700925,0.36271000,0.44103476,0.37555051,38.31,45.96,4262.8,4308.0
9.9204,33600.0,9647116.0,1.01238596,0.96418887,0.04819711,0.00684876,0.27143070,0.50032234,0.36497712,38.31,45.96,3387.0,4303.9
9.7472,58082.0,9705198.0,1.02057612,0.97250712,0.04806911,0.00890923,0.29137373,0.41427034,0.29046875,39.86,45.96,5958.8,4311.1
9.9137,33600.0,9738798.0,1.06016576,1.01213372,0.04803202,0.00927734,0.32435304,0.50032234,0.27076274,38.31,45.96,3389.2,4307.1
9.7860,36226.0,9775024.0,1.02580810,0.97755253,0.04825545,0.00743015,0.32919016,0.46769243,0.25286946,38.31,45.96,3701.8,4304.4
9.9244,33597.0,9808621.0,1.02347064,0.97523171,0.04823893,0.00847846,0.25223348,0.50032002,0.29305840,38.31,45.96,3385.3,4300.4
9.8421,58729.0,9867350.0,1.03014970,0.98205340,0.04809636,0.00676133,0.24253404,0.42695397,0.24132581,39.93,45.96,5967.1,4307.6
9.9154,33600.0,9900950.0,1.00937283,0.96111351,0.04825922,0.00776160,0.29325423,0.50032234,0.30409747,38.31,45.96,3388.7,4303.6
10.0141,61451.0,9962401.0,1.01534152,0.96706760,0.04827408,0.00720581,0.25697333,0.45363295,0.40971756,40.21,45.96,6136.4,4311.6
10.0452,50412.0,10012813.0,1.02421594,0.97610748,0.04810860,0.00788995,0.20483729,0.47108057,0.33096185,39.08,45.96,5018.5,4314.6
10.0416,48335.0,10061148.0,1.04032540,0.99222744,0.04809814,0.00884648,0.21901064,0.48343918,0.26360381,38.87,45.96,4813.5,4316.8
9.9458,61103.0,10122251.0,1.04919755,1.00122631,0.04797137,0.00857069,0.27815998,0.44363704,0.35821751,40.17,45.96,6143.6,4324.5
9.9209,33600.0,10155851.0,1.02321255,0.97510725,0.04810526,0.00547084,0.24807815,0.50032234,0.36714169,38.31,45.96,3386.8,4320.5
9.9166,33600.0,10189451.0,1.01058173,0.96243238,0.04814941,0.00592657,0.28234553,0.50032234,0.34466705,38.31,45.96,3388.3,4316.6
9.9239,33600.0,10223051.0,1.03705847,0.98900610,0.04805231,0.00573303,0.25095016,0.50032234,0.33550605,38.31,45.96,3385.8,4312.7
9.7382,37129.0,10260180.0,1.04712760,0.99923420,0.04789341,0.01007419,0.41649938,0.45944315,0.36857039,38.31,45.96,3812.7,4310.7
10.1185,49277.0,10309457.0,1.02661192,0.97858423,0.04802772,0.00791455,0.20245719,0.49580860,0.30608049,38.97,45.96,4870.0,4313.0
9.8311,59043.0,10368500.0,1.01259089,0.96456242,0.04802851,0.00830639,0.24481270,0.42345154,0.24857716,39.96,45.96,6005.7,4320.0
9.7644,44090.0,10412590.0,0.97944713,0.93105984,0.04838731,0.00774948,0.28808427,0.44681048,0.29599041,38.44,45.96,4515.4,4320.7
9.9240,33596.0,10446186.0,1.00391412,0.95561457,0.04829951,0.00769470,0.25843883,0.50031924,0.33909616,38.31,45.96,3385.3,4316.9
9.9885,47927.0,10494113.0,1.02117705,0.97313029,0.04804677,0.00773505,0.20460689,0.47811103,0.35070238,38.83,45.96,4798.2,4318.9
9.6352,55149.0,10549262.0,1.00831532,0.96029156,0.04802381,0.00604534,0.22923931,0.39703193,0.33559877,39.56,45.96,5723.7,4324.4
9.9299,33601.0,10582863.0,1.01406336,0.96590722,0.04815605,0.00866243,0.24832278,0.50032312,0.24783668,38.31,45.96,3383.8,4320.6
9.6918,39944.0,10622807.0,1.02314770,0.97506660,0.04808114,0.00929209,0.44870561,0.44347051,0.23135576,38.31,45.96,4121.4,4319.8
10.1158,62686.0,10685493.0,1.04860115,1.00065899,0.04794221,0.00674555,0.25949103,0.46322754,0.31760493,40.33,45.96,6196.9,4327.5
9.9020,46859.0,10732352.0,1.02176833,0.97377342,0.04799493,0.00914294,0.18691550,0.46687379,0.34963092,38.72,45.96,4732.3,4329.1
9.9200,33600.0,10765952.0,1.00728035,0.95914829,0.04813223,0.00589335,0.25806570,0.50032234,0.30039421,38.31,45.96,3387.1,4325.3
10.1134,49271.0,10815223.0,1.04403162,0.99616241,0.04786924,0.00611671,0.24276976,0.49572951,0.29126790,38.97,45.96,4871.9,4327.5
9.8938,46740.0,10861963.0,1.02384400,0.97600883,0.04783523,0.00781404,0.19499592,0.46571788,0.32538694,38.71,45.96,4724.2,4329.1
10.0567,48425.0,10910388.0,1.03345060,0.98554003,0.04791056,0.00695903,0.20970289,0.48454294,0.42344028,38.88,45.96,4815.2,4331.0
10.1870,63459.0,10973847.0,1.03630149,0.98844618,0.04785530,0.00745802,0.22004327,0.47297993,0.50075299,40.41,45.96,6229.4,4338.7
9.9312,33598.0,11007445.0,0.98915583,0.94082153,0.04833436,0.00671357,0.25665879,0.50032079,0.39253637,38.31,45.96,3383.1,4334.9
9.9200,33593.0,11041038.0,0.99105829,0.94275320,0.04830516,0.01045261,0.27919388,0.50031692,0.35981491,38.31,45.96,3386.4,4331.2
9.9997,33601.0,11074639.0,1.00148582,0.95344037,0.04804547,0.00693153,0.24339955,0.50032312,0.44230685,38.31,45.96,3360.2,4327.0
9.7596,36871.0,11111510.0,1.02263081,0.97445977,0.04817093,0.00785201,0.42843550,0.46164277,0.44160771,38.31,45.96,3777.9,4324.9
9.9248,33600.0,11145110.0,1.01134109,0.96327746,0.04806366,0.00675615,0.24859983,0.50032234,0.34874251,38.31,45.96,3385.4,4321.3
9.9250,33598.0,11178708.0,1.00020635,0.95194674,0.04825960,0.00785504,0.25417775,0.50032079,0.26062056,38.31,45.96,3385.2,4317.7
9.7278,43134.0,11221842.0,1.01119673,0.96312106,0.04807573,0.00661969,0.22989480,0.44320014,0.38316005,38.35,45.96,4434.1,4318.1
10.1336,63109.0,11284951.0,1.02462089,0.97652489,0.04809597,0.00919147,0.27324805,0.46704966,0.30026695,40.37,45.96,6227.7,4325.5
9.7099,56673.0,11341624.0,0.98412508,0.93593210,0.04819296,0.00736646,0.25356185,0.41008860,0.27781621,39.72,45.96,5836.6,4331.1
9.9128,33597.0,11375221.0,0.99631613,0.94811857,0.04819757,0.00761010,0.22794652,0.50032002,0.34477043,38.31,45.96,3389.3,4327.6
9.9259,33600.0,11408821.0,0.99746680,0.94931984,0.04814699,0.00617810,0.23489347,0.50032234,0.30739743,38.31,45.96,3385.1,4324.0
10.0320,61778.0,11470599.0,1.00721514,0.95925295,0.04796219,0.00678214,0.20381892,0.45556861,0.26926914,40.24,45.96,6158.1,4331.0
9.8001,58556.0,11529155.0,0.99351394,0.94554901,0.04796492,0.00758891,0.22217381,0.42197424,0.31528842,39.91,45.96,5975.0,4337.0
9.9296,33601.0,11562756.0,1.00968432,0.96158600,0.04809835,0.01025550,0.24133866,0.50032312,0.28495431,38.31,45.96,3383.9,4333.5
9.9205,33600.0,11596356.0,1.01065218,0.96262640,0.04802587,0.00510337,0.26855156,0.50032234,0.25551194,38.31,45.96,3386.9,4330.0
9.7154,42696.0,11639052.0,1.02574849,0.97782463,0.04792396,0.00742356,0.28168517,0.44208598,0.24639091,38.31,45.96,4394.7,4330.2
10.1194,63149.0,11702201.0,1.02977872,0.98183060,0.04794814,0.00824160,0.31054330,0.46788502,0.24718094,40.38,45.96,6240.4,4337.3
10.0891,48924.0,11751125.0,1.02066445,0.97266150,0.04800297,0.00907123,0.21319720,0.49117151,0.21529847,38.93,45.96,4849.2,4339.2
9.9263,33600.0,11784725.0,1.03432417,0.98638397,0.04794014,0.00628689,0.27098253,0.50032234,0.26422763,38.31,45.96,3385.0,4335.8
9.7728,47944.0,11832669.0,0.99215323,0.94404787,0.04810536,0.00714654,0.27690068,0.42794174,0.23457442,38.83,45.96,4905.9,4337.8
9.7569,44073.0,11876742.0,1.02022803,0.97224569,0.04798237,0.00925473,0.23332438,0.44673714,0.20959020,38.44,45.96,4517.1,4338.4
9.9255,33600.0,11910342.0,1.03624678,0.98827374,0.04797292,0.00600731,0.26755172,0.50032234,0.21682379,38.31,45.96,3385.2,4335.0
9.7906,44635.0,11954977.0,0.99885845,0.95076704,0.04809141,0.00782366,0.21230111,0.44962519,0.26929209,38.50,45.96,4559.0,4335.8
10.1180,49196.0,12004173.0,1.00334120,0.95517814,0.04816314,0.00695429,0.22287381,0.49461719,0.26842281,38.96,45.96,4862.2,4337.7
9.7853,44406.0,12048579.0,0.97782385,0.92943567,0.04838825,0.00758519,0.24724683,0.44837821,0.25658354,38.47,45.96,4538.0,4338.4
10.3481,65279.0,12113858.0,1.03005981,0.98209083,0.04796904,0.00872848,0.25965157,0.49653891,0.29060099,40.59,46.04,6308.3,4345.7
10.1139,63023.0,12176881.0,1.00603878,0.95793539,0.04810334,0.00869762,0.23297171,0.46531776,0.30690494,40.36,46.04,6231.3,4352.5
9.9668,61151.0,12238032.0,1.00184703,0.95377171,0.04807526,0.00844977,0.19419925,0.44449028,0.28494623,40.17,46.04,6135.5,4358.8
9.7221,37853.0,12275885.0,1.06021976,1.01229393,0.04792568,0.00753769,0.42582977,0.45393190,0.24992347,38.31,46.04,3893.5,4357.2
9.9179,33601.0,12309486.0,1.01147544,0.96340948,0.04806590,0.00822663,0.24983099,0.50032312,0.26162952,38.31,46.04,3387.9,4353.8
10.1022,49100.0,12358586.0,1.03014517,0.98219591,0.04794920,0.00819868,0.21858478,0.49358097,0.30018961,38.95,46.04,4860.3,4355.6
9.6489,40108.0,12398694.0,1.01590240,0.96794236,0.04795993,0.00577122,0.30979788,0.44299442,0.33433226,38.31,46.04,4156.7,4354.9
9.5254,49041.0,12447735.0,1.00130451,0.95318711,0.04811726,0.00772142,0.50305676,0.39414254,0.30953261,38.94,46.04,5148.5,4357.6
10.0381,61753.0,12509488.0,0.99743652,0.94934165,0.04809497,0.00840318,0.20426962,0.45146000,0.22330469,40.24,46.04,6151.9,4363.8
9.8938,46487.0,12555975.0,1.00081301,0.95273113,0.04808190,0.00659649,0.18242276,0.46335632,0.21521790,38.68,46.04,4698.6,4365.0
9.8088,45248.0,12601223.0,0.99346983,0.94542038,0.04804942,0.00894358,0.24491505,0.45345274,0.24366429,38.56,46.04,4613.0,4365.8
9.9241,33600.0,12634823.0,1.00923252,0.96105921,0.04817329,0.00720927,0.25932240,0.50032234,0.29072440,38.31,46.04,3385.7,4362.5
9.9176,33600.0,12668423.0,1.00330937,0.95500511,0.04830430,0.00600463,0.27944809,0.50032234,0.30301669,38.31,46.04,3387.9,4359.1
9.8205,45446.0,12713869.0,1.01798296,0.97008425,0.04789860,0.00889263,0.27179134,0.45350179,0.32892531,38.58,46.04,4627.7,4360.0
9.7148,42263.0,12756132.0,1.01479280,0.96679252,0.04800039,0.00809327,0.25408918,0.44139284,0.41197574,38.31,46.04,4350.4,4360.0
10.1546,49538.0,12805670.0,1.00814164,0.96002483,0.04811678,0.00735238,0.21956700,0.49986380,0.41171315,38.99,46.04,4878.4,4361.8
9.9250,33600.0,12839270.0,0.98468918,0.93644077,0.04824842,0.00565100,0.28895572,0.50032234,0.36046350,38.31,46.04,3385.4,4358.5
9.9154,33601.0,12872871.0,1.00351524,0.95532835,0.04818686,0.00712514,0.22759274,0.50032312,0.31193092,38.31,46.04,3388.8,4355.2
9.8726,46286.0,12919157.0,1.00194776,0.95383507,0.04811267,0.00743949,0.33539695,0.46155015,0.39415336,38.66,46.04,4688.3,4356.3
9.8574,45923.0,12965080.0,1.00188088,0.95383072,0.04805014,0.00736371,0.21516451,0.45848668,0.37195686,38.63,46.04,4658.7,4357.3
9.9531,47472.0,13012552.0,1.01657093,0.96847951,0.04809149,0.00669397,0.23870127,0.47324622,0.29222411,38.78,46.04,4769.6,4358.7
9.7063,41887.0,13054439.0,1.00982499,0.96182531,0.04799977,0.00914462,0.35921091,0.44104138,0.30543724,38.31,46.04,4315.4,4358.6
9.6814,39488.0,13093927.0,1.02064061,0.97268963,0.04795095,0.00822336,0.34503397,0.44505754,0.26611719,38.31,46.04,4078.8,4357.6
9.9293,33600.0,13127527.0,0.99956316,0.95135933,0.04820378,0.00644782,0.24515784,0.50032234,0.23065181,38.31,46.04,3383.9,4354.4
9.6908,40768.0,13168295.0,1.00662100,0.95859963,0.04802129,0.00813336,0.32192943,0.44155577,0.22613046,38.31,46.04,4206.9,4354.0
9.6894,41348.0,13209643.0,1.02222300,0.97425264,0.04797042,0.00765120,0.30583772,0.44101617,0.25456944,38.31,46.04,4267.3,4353.7
9.9576,47566.0,13257209.0,0.99694550,0.94875872,0.04818680,0.00519903,0.23157296,0.47428527,0.25278050,38.79,46.04,4776.9,4355.1
9.7451,38051.0,13295260.0,1.03592074,0.98808491,0.04783566,0.00891604,0.34029627,0.45259222,0.20310836,38.31,46.04,3904.6,4353.3
9.9117,46739.0,13341999.0,0.99715739,0.94904172,0.04811561,0.00730948,0.23138320,0.46570829,0.21607888,38.71,46.04,4715.5,4354.4
9.9268,33600.0,13375599.0,0.98744011,0.93892807,0.04851213,0.00652873,0.31415004,0.50032234,0.22580880,38.31,46.04,3384.8,4351.3
10.1227,49155.0,13424754.0,1.01525915,0.96726424,0.04799497,0.00814507,0.23480281,0.49433815,0.19802596,38.96,46.04,4855.9,4352.9
10.0100,48030.0,13472784.0,1.04010284,0.99214125,0.04796163,0.00841241,0.35650390,0.47972286,0.27062738,38.84,46.04,4798.2,4354.4
9.9335,47432.0,13520216.0,1.02385366,0.97588241,0.04797133,0.00658434,0.24283686,0.47280905,0.25459033,38.78,46.04,4775.0,4355.7
9.9203,33599.0,13553815.0,1.00164604,0.95349276,0.04815330,0.00806423,0.24619809,0.50032157,0.25261694,38.31,46.04,3386.9,4352.6
9.9353,47173.0,13600988.0,0.99129915,0.94317633,0.04812275,0.00775294,0.23889934,0.47005415,0.24561076,38.75,46.04,4748.0,4353.9
9.9739,47628.0,13648616.0,0.99703217,0.94894916,0.04808303,0.00555009,0.20471251,0.47497961,0.24091183,38.80,46.04,4775.3,4355.2
9.8810,46381.0,13694997.0,0.99852484,0.95052046,0.04800442,0.00668630,0.21227127,0.46239048,0.24028388,38.67,46.04,4694.0,4356.3
9.6904,56737.0,13751734.0,1.01406121,0.96608448,0.04797678,0.00671856,0.25240654,0.40605241,0.30849648,39.73,46.04,5855.0,4360.9
9.8410,54995.0,13806729.0,1.00648534,0.95844376,0.04804151,0.00789727,0.35803622,0.43292528,0.23212607,39.55,46.04,5588.4,4364.7
9.7510,55377.0,13862106.0,1.01469231,0.96663392,0.04805824,0.00653607,0.30873966,0.41912970,0.23424564,39.59,46.04,5679.1,4368.7
9.5082,52632.0,13914738.0,0.96293408,0.91465896,0.04827511,0.00626301,0.29596314,0.38603902,0.24438533,39.31,46.04,5535.5,4372.2
9.9338,33600.0,13948338.0,1.02573729,0.97754961,0.04818773,0.00768976,0.34537026,0.50032234,0.29685557,38.31,46.04,3382.4,4369.1
10.1064,49152.0,13997490.0,0.98906422,0.94080788,0.04825629,0.00814603,0.27092636,0.49394262,0.30501112,38.95,46.04,4863.4,4370.7
10.0840,49032.0,14046522.0,0.98464280,0.93637520,0.04826756,0.00712158,0.24463522,0.49218363,0.29332483,38.94,46.04,4862.3,4372.2
9.8378,35815.0,14082337.0,1.00304937,0.95489705,0.04815223,0.00620641,0.27537781,0.47195157,0.35078561,38.31,46.04,3640.5,4370.0
9.9190,33600.0,14115937.0,0.99201769,0.94385445,0.04816310,0.00534865,0.24065027,0.50032234,0.38259861,38.31,46.04,3387.4,4367.0
9.9268,33599.0,14149536.0,1.01549029,0.96753496,0.04795542,0.00670100,0.19417179,0.50032157,0.34748104,38.31,46.04,3384.7,4363.9
9.7410,57880.0,14207416.0,0.99218500,0.94417202,0.04801288,0.00623250,0.19601318,0.41404930,0.23805203,39.84,46.04,5941.9,4368.7
10.1349,49487.0,14256903.0,1.00300276,0.95499086,0.04801190,0.00764981,0.20060748,0.49912474,0.24056968,38.99,46.04,4882.8,4370.3
9.9223,33598.0,14290501.0,1.01077306,0.96264559,0.04812741,0.00638152,0.23574018,0.50032079,0.26317731,38.31,46.04,3386.1,4367.3
9.9208,33599.0,14324100.0,1.00148785,0.95343029,0.04805741,0.00971116,0.20688415,0.50032157,0.23508415,38.31,46.04,3386.7,4364.3
9.7774,57672.0,14381772.0,0.99935687,0.95138252,0.04797446,0.00880069,0.22154999,0.41889757,0.20692597,39.82,46.04,5898.5,4368.8
9.7193,40338.0,14422110.0,1.00015569,0.95221138,0.04794431,0.00745336,0.24558559,0.44240177,0.24776913,38.31,46.04,4150.3,4368.2
9.9628,33598.0,14455708.0,1.02835441,0.98045260,0.04790174,0.00936032,0.25210690,0.50032079,0.21340176,38.31,46.04,3372.4,4365.2
9.9258,33600.0,14489308.0,0.99884343,0.95068920,0.04815433,0.00671810,0.22308020,0.50032234,0.21405564,38.31,46.04,3385.1,4362.3
9.9478,33600.0,14522908.0,1.01227176,0.96421814,0.04805359,0.00585904,0.21370652,0.50032234,0.23750637,38.31,46.04,3377.6,4359.3
10.1038,45536.0,14568444.0,1.00527823,0.95730585,0.04797240,0.00660894,0.18654732,0.45550609,0.20139419,38.59,46.04,4506.8,4359.8
9.8737,46029.0,14614473.0,0.99995434,0.95193666,0.04801776,0.00586810,0.19887781,0.45936105,0.20232247,38.64,46.04,4661.8,4360.6
10.1856,49553.0,14664026.0,1.04017532,0.99229860,0.04787672,0.00820336,0.23927546,0.50010109,0.21418840,39.00,46.04,4865.0,4362.2
9.9624,33593.0,14697619.0,1.01748812,0.96948707,0.04800115,0.00918611,0.24788933,0.50031698,0.19867207,38.31,46.04,3372.0,4359.2
10.1361,49328.0,14746947.0,0.99140120,0.94319052,0.04821074,0.00606547,0.20248553,0.49680787,0.21491957,38.97,46.04,4866.6,4360.8
9.7983,45121.0,14792068.0,0.98261410,0.93433011,0.04828396,0.00640669,0.28057170,0.45260707,0.19861281,38.55,46.04,4605.0,4361.5
10.2300,48727.0,14840795.0,0.99272442,0.94455582,0.04816857,0.00798123,0.20587957,0.48846328,0.25997606,38.91,46.04,4763.2,4362.7
9.9131,33600.0,14874395.0,0.98501933,0.93678147,0.04823778,0.00821295,0.24626958,0.50032234,0.35077971,38.31,46.04,3389.5,4359.8
9.9191,33600.0,14907995.0,1.00054586,0.95244128,0.04810452,0.00543251,0.23184836,0.50032234,0.45126522,38.31,46.04,3387.4,4357.0
10.0847,48579.0,14956574.0,1.01906407,0.97105706,0.04800686,0.00818950,0.21260494,0.48655173,0.50954586,38.90,46.04,4817.1,4358.4
9.8108,44882.0,15001456.0,0.99826878,0.95011103,0.04815776,0.00703982,0.29563892,0.45109597,0.41498959,38.52,46.04,4574.8,4359.0
9.7733,44405.0,15045861.0,1.01764464,0.96964210,0.04800253,0.00677383,0.30069032,0.44837186,0.26672670,38.47,46.04,4543.5,4359.5
9.8853,60044.0,15105905.0,1.00972676,0.96181685,0.04790984,0.00776037,0.19713703,0.43284270,0.43428582,40.06,46.04,6074.1,4364.4
10.0170,48190.0,15154095.0,1.01695156,0.96893895,0.04801244,0.00786137,0.20274690,0.48161703,0.26419276,38.86,46.04,4810.8,4365.7
9.5387,42296.0,15196391.0,1.00218356,0.95422518,0.04795832,0.00753307,0.62186044,0.40798303,0.26259387,38.31,46.04,4434.1,4365.8
9.9252,42569.0,15238960.0,0.99749374,0.94945908,0.04803465,0.00690300,0.21001624,0.44186676,0.23576495,38.31,46.04,4289.0,4365.6
9.8058,56475.0,15295435.0,1.00953031,0.96152025,0.04801002,0.00820341,0.23745207,0.42594793,0.21135440,39.70,46.04,5759.3,4369.5
9.9248,33597.0,15329032.0,1.01433229,0.96625471,0.04807755,0.00839313,0.28432852,0.50032002,0.27572235,38.31,46.04,3385.2,4366.7
9.7668,46968.0,15376000.0,0.99275267,0.94464439,0.04810831,0.00828305,0.21065781,0.43572786,0.22121210,38.73,46.04,4809.0,4368.0
9.9246,33603.0,15409603.0,0.98997033,0.94171721,0.04825309,0.00734804,0.28242975,0.50032467,0.19707224,38.31,46.04,3385.8,4365.2
9.6967,42122.0,15451725.0,0.98360443,0.93543911,0.04816534,0.00641489,0.22169445,0.44123316,0.28824350,38.31,46.04,4343.9,4365.1
9.9519,33598.0,15485323.0,1.03887570,0.99075544,0.04812029,0.01002962,0.32681060,0.50032079,0.21770546,38.31,46.04,3376.0,4362.0
9.7108,42351.0,15527674.0,1.00092089,0.95283973,0.04808128,0.00764390,0.23790583,0.44151127,0.20917676,38.31,46.04,4361.2,4362.0
10.1443,49445.0,15577119.0,1.00496042,0.95686567,0.04809480,0.00918915,0.22198735,0.49852112,0.23002081,38.99,46.04,4874.2,4363.5
9.7294,37853.0,15614972.0,1.00422001,0.95613343,0.04808655,0.01083805,0.34100685,0.45388561,0.20226200,38.31,46.04,3890.6,4362.2
9.8561,46108.0,15661080.0,0.96438444,0.91615921,0.04822518,0.00658790,0.21003628,0.46001321,0.20040457,38.65,46.04,4678.1,4363.1
9.9115,33600.0,15694680.0,0.97298098,0.92470175,0.04827921,0.00888903,0.25895745,0.50032234,0.24097173,38.31,46.04,3390.0,4360.4
10.1135,49210.0,15743890.0,1.01462781,0.96655667,0.04807107,0.00484025,0.25201198,0.49482062,0.25043395,38.96,46.04,4865.8,4361.8
9.9199,33600.0,15777490.0,1.00775254,0.95962906,0.04812352,0.00742651,0.23582685,0.50032234,0.28561550,38.31,46.04,3387.1,4359.1
9.9190,33600.0,15811090.0,0.98502833,0.93686050,0.04816787,0.00791196,0.24986826,0.50032234,0.23517668,38.31,46.04,3387.4,4356.4
9.9206,33599.0,15844689.0,0.99145997,0.94338906,0.04807081,0.00585621,0.22488222,0.50032157,0.20051318,38.31,46.04,3386.8,4353.8
